ano,mes,pag_idade,rec_idade,pag_id_regiao,rec_id_regiao,valor_transacao
2024,1,até 19 anos,até 19 anos,3,3,68.19908133411104
2024,1,até 19 anos,até 19 anos,3,3,82.18176369042598
2024,1,até 19 anos,até 19 anos,3,3,46.45649129900827
2024,1,até 19 anos,até 19 anos,3,3,113.75775047385304
2024,1,até 19 anos,até 19 anos,3,3,54.613029657592826
2024,1,até 19 anos,até 19 anos,3,3,103.81848111609551
2024,1,até 19 anos,até 19 anos,3,3,85.29763978343034
2024,1,até 19 anos,até 19 anos,3,3,46.42835846191095
2024,1,até 19 anos,até 19 anos,3,3,77.85879542983052
2024,1,até 19 anos,até 19 anos,3,3,79.77298637577667
2024,1,até 19 anos,até 19 anos,3,3,124.616894003402
2024,1,até 19 anos,até 19 anos,3,3,65.85930995759779
2024,1,até 19 anos,até 19 anos,3,3,69.26082644615418
2024,1,até 19 anos,até 19 anos,3,3,49.91384271157561
2024,1,até 19 anos,até 19 anos,3,3,66.35684410122582
2024,1,até 19 anos,até 19 anos,3,3,54.021016512154475
2024,1,até 19 anos,até 19 anos,3,3,85.77484713881039
2024,1,até 19 anos,até 19 anos,3,3,102.7680175344224
2024,1,até 19 anos,até 19 anos,3,3,68.43757137493165
2024,1,até 19 anos,até 19 anos,3,3,65.90273816954206
2024,1,até 19 anos,até 19 anos,3,3,74.44308986779163
2024,1,até 19 anos,até 19 anos,3,3,86.96346191830366
2024,1,até 19 anos,até 19 anos,3,3,87.89062214918769
2024,1,até 19 anos,até 19 anos,3,3,69.78631236217134
2024,1,até 19 anos,até 19 anos,3,3,39.864964458250356
2024,1,até 19 anos,até 19 anos,3,3,87.28377911276597
2024,1,até 19 anos,até 19 anos,3,3,183.09445417642138
2024,1,até 19 anos,até 19 anos,3,3,88.3942979505752
2024,1,até 19 anos,até 19 anos,3,3,106.75990703488701
2024,1,até 19 anos,até 19 anos,3,3,83.53994719151099
2024,1,até 19 anos,até 19 anos,3,3,33.798237226896774
2024,1,até 19 anos,até 19 anos,3,3,218.07776821002835
2024,1,até 19 anos,até 19 anos,3,3,42.832826302566964
2024,1,até 19 anos,até 19 anos,3,3,59.54120240140245
2024,1,até 19 anos,até 19 anos,3,3,69.68125056367582
2024,1,até 19 anos,até 19 anos,3,3,54.34263822407831
2024,1,até 19 anos,até 19 anos,3,3,137.17156242238232
2024,1,até 19 anos,até 19 anos,3,3,85.66568632735911
2024,1,até 19 anos,até 19 anos,3,3,39.01471488018377
2024,1,até 19 anos,até 19 anos,3,3,35.71509914895526
2024,1,até 19 anos,até 19 anos,3,3,111.64681813108976
2024,1,até 19 anos,até 19 anos,3,3,60.15273881052436
2024,1,até 19 anos,até 19 anos,3,3,50.703808142773326
2024,1,até 19 anos,até 19 anos,3,3,82.6541021704659
2024,1,até 19 anos,até 19 anos,3,3,40.523019284910774
2024,1,até 19 anos,até 19 anos,3,3,69.74484353701224
2024,1,até 19 anos,até 19 anos,3,3,80.89276594517528
2024,1,até 19 anos,até 19 anos,3,3,80.64988395647566
2024,1,até 19 anos,até 19 anos,3,3,46.47603612785682
2024,1,até 19 anos,até 19 anos,3,3,129.0556498025151
2024,1,até 19 anos,até 19 anos,3,3,59.76778100912186
2024,1,até 19 anos,até 19 anos,3,3,147.04788716803824
2024,1,até 19 anos,até 19 anos,3,3,80.5820817096646
2024,1,até 19 anos,até 19 anos,3,3,87.40883187036731
2024,1,até 19 anos,até 19 anos,3,3,34.99618827554753
2024,1,até 19 anos,até 19 anos,3,3,52.59032632021147
2024,1,até 19 anos,até 19 anos,3,3,174.21848883279546
2024,1,até 19 anos,até 19 anos,3,3,122.20243693506183
2024,1,até 19 anos,até 19 anos,3,3,51.361078319406836
2024,1,até 19 anos,até 19 anos,3,3,52.692310990505675
2024,1,até 19 anos,até 19 anos,3,3,47.6030034759982
2024,1,até 19 anos,até 19 anos,3,3,50.62627066914122
2024,1,até 19 anos,até 19 anos,3,3,86.86200844638624
2024,1,até 19 anos,até 19 anos,3,3,220.02565853672442
2024,1,até 19 anos,até 19 anos,3,3,86.9835823217474
2024,1,até 19 anos,até 19 anos,3,3,109.60725030785358
2024,1,até 19 anos,até 19 anos,3,3,72.72060983560336
2024,1,até 19 anos,até 19 anos,3,3,129.0221216306687
2024,1,até 19 anos,até 19 anos,3,3,48.591063853722325
2024,1,até 19 anos,até 19 anos,3,3,35.68625649809828
2024,1,até 19 anos,até 19 anos,3,3,40.36940353442585
2024,1,até 19 anos,até 19 anos,3,3,186.37829556601395
2024,1,até 19 anos,até 19 anos,3,3,42.1738197760552
2024,1,até 19 anos,até 19 anos,3,3,197.80570088207412
2024,1,até 19 anos,até 19 anos,3,3,108.84407542780926
2024,1,até 19 anos,até 19 anos,3,3,155.60352661963844
2024,1,até 19 anos,até 19 anos,3,3,206.14093114292274
2024,1,até 19 anos,até 19 anos,3,3,182.41584896895523
2024,1,até 19 anos,até 19 anos,3,3,83.4274670730717
2024,1,até 19 anos,até 19 anos,3,3,84.18716659059739
2024,1,até 19 anos,até 19 anos,3,3,44.51651685803626
2024,1,até 19 anos,até 19 anos,3,3,145.5719023235213
2024,1,até 19 anos,até 19 anos,3,3,82.48539075183777
2024,1,até 19 anos,até 19 anos,3,3,87.06506367944476
2024,1,até 19 anos,até 19 anos,3,3,33.657741715486885
2024,1,até 19 anos,até 19 anos,3,3,88.1819750097252
2024,1,até 19 anos,até 19 anos,3,3,93.05654501504225
2024,1,até 19 anos,até 19 anos,3,3,63.10656654012824
2024,1,até 19 anos,até 19 anos,3,3,84.34969656221283
2024,1,até 19 anos,até 19 anos,3,3,49.95459221032864
2024,1,até 19 anos,até 19 anos,3,3,40.98738036085
2024,1,até 19 anos,até 19 anos,3,3,74.38911514331473
2024,1,até 19 anos,até 19 anos,3,3,89.42690567315955
2024,1,até 19 anos,até 19 anos,3,3,49.523291571851644
2024,1,até 19 anos,até 19 anos,3,3,35.490583647519095
2024,1,até 19 anos,até 19 anos,3,3,57.714741892699
2024,1,até 19 anos,até 19 anos,3,3,81.95625527935313
2024,1,até 19 anos,até 19 anos,3,3,79.54071781556799
2024,1,até 19 anos,até 19 anos,3,3,35.72557528724711
2024,1,até 19 anos,até 19 anos,3,3,78.69987880258982
2024,1,até 19 anos,até 19 anos,3,3,50.51075367889928
2024,1,até 19 anos,até 19 anos,3,3,149.15705760623274
2024,1,até 19 anos,até 19 anos,3,3,82.3042446503418
2024,1,até 19 anos,até 19 anos,3,3,93.18091251422709
2024,1,até 19 anos,até 19 anos,3,3,81.67950871615726
2024,1,até 19 anos,até 19 anos,3,3,109.69185400231379
2024,1,até 19 anos,até 19 anos,3,3,84.53314155296879
2024,1,até 19 anos,até 19 anos,3,3,188.95250460379742
2024,1,até 19 anos,até 19 anos,3,3,81.68750711379225
2024,1,até 19 anos,até 19 anos,3,3,173.99217073840492
2024,1,até 19 anos,até 19 anos,3,3,123.5500348361017
2024,1,até 19 anos,até 19 anos,3,3,98.29595525014238
2024,1,até 19 anos,até 19 anos,3,3,46.49983219623223
2024,1,até 19 anos,até 19 anos,3,3,69.89828565994938
2024,1,até 19 anos,até 19 anos,3,3,62.97618515718065
2024,1,até 19 anos,até 19 anos,3,3,84.6489804892537
2024,1,até 19 anos,até 19 anos,3,3,83.28189260049714
2024,1,até 19 anos,até 19 anos,3,3,70.80183958850516
2024,1,até 19 anos,até 19 anos,3,3,39.382090361027096
2024,1,até 19 anos,até 19 anos,3,3,162.6572466118149
2024,1,até 19 anos,até 19 anos,3,3,34.87222842241987
2024,1,até 19 anos,até 19 anos,3,3,200.06271385627815
2024,1,até 19 anos,até 19 anos,3,3,60.334970867789195
2024,1,até 19 anos,até 19 anos,3,3,51.838531239639174
2024,1,até 19 anos,até 19 anos,3,3,65.64530514595573
2024,1,até 19 anos,até 19 anos,3,3,134.6816151065713
2024,1,até 19 anos,até 19 anos,3,3,84.15749750654898
2024,1,até 19 anos,até 19 anos,3,3,81.36658466354214
2024,1,até 19 anos,até 19 anos,3,3,50.523574386968384
2024,1,até 19 anos,até 19 anos,3,3,186.6578155027484
2024,1,até 19 anos,até 19 anos,3,3,106.45324416226492
2024,1,até 19 anos,até 19 anos,3,3,67.0947443110277
2024,1,até 19 anos,até 19 anos,3,3,175.08871652030865
2024,1,até 19 anos,até 19 anos,3,3,87.06176135556527
2024,1,até 19 anos,até 19 anos,3,3,133.52787657090127
2024,1,até 19 anos,até 19 anos,3,3,83.89527937103536
2024,1,até 19 anos,até 19 anos,3,3,80.20941265534927
2024,1,até 19 anos,até 19 anos,3,3,71.27996239160072
2024,1,até 19 anos,até 19 anos,3,3,86.08214252124482
2024,1,até 19 anos,até 19 anos,3,3,53.50935896118767
2024,1,até 19 anos,até 19 anos,3,3,83.47184144663308
2024,1,até 19 anos,até 19 anos,3,3,33.59672541875033
2024,1,até 19 anos,até 19 anos,3,3,86.00395279007572
2024,1,até 19 anos,até 19 anos,3,3,185.5055467143291
2024,1,até 19 anos,até 19 anos,3,3,79.29208640064336
2024,1,até 19 anos,até 19 anos,3,3,71.68338548353171
2024,1,até 19 anos,até 19 anos,3,3,218.3130736933913
2024,1,até 19 anos,até 19 anos,3,3,88.40483004003474
2024,1,até 19 anos,até 19 anos,3,3,74.59870396511513
2024,1,até 19 anos,até 19 anos,3,3,156.46117550433456
2024,1,até 19 anos,até 19 anos,3,3,77.71000970908021
2024,1,até 19 anos,até 19 anos,3,3,72.74662424651876
2024,1,até 19 anos,até 19 anos,3,3,142.84386845488467
2024,1,até 19 anos,até 19 anos,3,3,55.50840161694012
2024,1,até 19 anos,até 19 anos,3,3,75.53842292936422
2024,1,até 19 anos,até 19 anos,3,3,84.75578386186977
2024,1,até 19 anos,até 19 anos,3,3,206.4882984257815
2024,1,até 19 anos,até 19 anos,3,3,82.6674884663233
2024,1,até 19 anos,até 19 anos,3,3,50.539745454438325
2024,1,até 19 anos,até 19 anos,3,3,85.73982932178394
2024,1,até 19 anos,até 19 anos,3,3,33.62261210975136
2024,1,até 19 anos,até 19 anos,3,3,37.707972711155676
2024,1,até 19 anos,até 19 anos,3,3,65.9563309843845
2024,1,até 19 anos,até 19 anos,3,3,66.06778649243526
2024,1,até 19 anos,até 19 anos,3,3,87.30403224851015
2024,1,até 19 anos,até 19 anos,3,3,68.44216274273143
2024,1,até 19 anos,até 19 anos,3,3,54.38083826001589
2024,1,até 19 anos,até 19 anos,3,3,56.55777610625488
2024,1,até 19 anos,até 19 anos,3,3,85.27274591646055
2024,1,até 19 anos,até 19 anos,3,3,42.67257416161265
2024,1,até 19 anos,até 19 anos,3,3,85.46054426090947
2024,1,até 19 anos,até 19 anos,3,3,43.67203852810309
2024,1,até 19 anos,até 19 anos,3,3,72.78153598003054
2024,1,até 19 anos,até 19 anos,3,3,49.07324431109636
2024,1,até 19 anos,até 19 anos,3,3,46.77474974968612
2024,1,até 19 anos,até 19 anos,3,3,133.40017863703966
2024,1,até 19 anos,até 19 anos,3,3,73.53380961858817
2024,1,até 19 anos,até 19 anos,3,3,86.83731114553214
2024,1,até 19 anos,até 19 anos,3,3,83.23385581926445
2024,1,até 19 anos,até 19 anos,3,3,48.28233940991063
2024,1,até 19 anos,até 19 anos,3,3,62.73044448888119
2024,1,até 19 anos,até 19 anos,3,3,159.35262584421918
2024,1,até 19 anos,até 19 anos,3,3,87.33094257301785
2024,1,até 19 anos,até 19 anos,3,3,77.82947699290193
2024,1,até 19 anos,até 19 anos,3,3,116.36513055415679
2024,1,até 19 anos,até 19 anos,3,3,159.97359580602722
2024,1,até 19 anos,até 19 anos,3,3,40.387700310750255
2024,1,até 19 anos,até 19 anos,3,3,176.66854136414486
2024,1,até 19 anos,até 19 anos,3,3,67.73598638210086
2024,1,até 19 anos,até 19 anos,3,3,137.83953465751512
2024,1,até 19 anos,até 19 anos,3,3,80.31617788973871
2024,1,até 19 anos,até 19 anos,3,3,43.101570314302776
2024,1,até 19 anos,até 19 anos,3,3,34.37639028423927
2024,1,até 19 anos,até 19 anos,3,3,78.30463367991493
2024,1,até 19 anos,até 19 anos,3,3,80.29251195377765
2024,1,até 19 anos,até 19 anos,3,3,54.00645938642247
2024,1,até 19 anos,até 19 anos,3,3,206.41829733212637
2024,1,até 19 anos,até 19 anos,3,3,35.25366777666298
2024,1,até 19 anos,até 19 anos,3,3,185.4417231016293
2024,1,até 19 anos,até 19 anos,3,3,58.038566186784045
2024,1,até 19 anos,até 19 anos,3,3,53.32782706727346
2024,1,até 19 anos,até 19 anos,3,3,38.397411412882896
2024,1,até 19 anos,até 19 anos,3,3,83.42185304008497
2024,1,até 19 anos,até 19 anos,3,3,53.74084460095694
2024,1,até 19 anos,até 19 anos,3,3,70.4932094037768
2024,1,até 19 anos,até 19 anos,3,3,85.65849460990026
2024,1,até 19 anos,até 19 anos,3,3,33.79259651944338
2024,1,até 19 anos,até 19 anos,3,3,73.43921265979706
2024,1,até 19 anos,até 19 anos,3,3,98.71227514947613
2024,1,até 19 anos,até 19 anos,3,3,81.73441808606607
2024,1,até 19 anos,até 19 anos,3,3,85.59811442836984
2024,1,até 19 anos,até 19 anos,3,3,84.38087177757247
2024,1,até 19 anos,até 19 anos,3,3,157.3723366811501
2024,1,até 19 anos,até 19 anos,3,3,62.98812765208036
2024,1,até 19 anos,até 19 anos,3,3,38.129800304195584
2024,1,até 19 anos,até 19 anos,3,3,203.57751144597302
2024,1,até 19 anos,até 19 anos,3,3,133.29811861354708
2024,1,até 19 anos,até 19 anos,3,3,87.84414342106265
2024,1,até 19 anos,até 19 anos,3,3,78.94535699138281
2024,1,até 19 anos,até 19 anos,3,3,49.372946463036605
2024,1,até 19 anos,até 19 anos,3,3,77.2645127360654
2024,1,até 19 anos,até 19 anos,3,3,84.5745900730256
2024,1,até 19 anos,até 19 anos,3,3,40.567935874106276
2024,1,até 19 anos,até 19 anos,3,3,44.14251768936205
2024,1,até 19 anos,até 19 anos,3,3,79.63752861874542
2024,1,até 19 anos,até 19 anos,3,3,80.27015506654276
2024,1,até 19 anos,até 19 anos,3,3,40.14982556243936
2024,1,até 19 anos,até 19 anos,3,3,222.3384097778594
2024,1,até 19 anos,até 19 anos,3,3,39.820146988131505
2024,1,até 19 anos,até 19 anos,3,3,65.67419531113697
2024,1,até 19 anos,até 19 anos,3,3,87.79932190430026
2024,1,até 19 anos,até 19 anos,3,3,88.46987896376923
2024,1,até 19 anos,até 19 anos,3,3,81.2020165887812
2024,1,até 19 anos,até 19 anos,3,3,33.816189880567975
2024,1,até 19 anos,até 19 anos,3,3,42.01916187204522
2024,1,até 19 anos,até 19 anos,3,3,191.42081566375867
2024,1,até 19 anos,até 19 anos,3,3,136.80877989165094
2024,1,até 19 anos,até 19 anos,3,3,205.23053069103585
2024,1,até 19 anos,até 19 anos,3,3,68.24190091450185
2024,1,até 19 anos,até 19 anos,3,3,75.6668914280976
2024,1,até 19 anos,até 19 anos,3,3,42.78224594850952
2024,1,até 19 anos,até 19 anos,3,3,84.22375626295066
2024,1,até 19 anos,até 19 anos,3,3,54.23503506402165
2024,1,até 19 anos,até 19 anos,3,3,35.41397669047521
2024,1,até 19 anos,até 19 anos,3,3,195.18939369727158
2024,1,até 19 anos,até 19 anos,3,3,50.30942880549661
2024,1,até 19 anos,até 19 anos,3,3,123.16995190094306
2024,1,até 19 anos,até 19 anos,3,3,165.11099290777133
2024,1,até 19 anos,até 19 anos,3,3,48.91627564763406
2024,1,até 19 anos,até 19 anos,3,3,81.31141412734581
2024,1,até 19 anos,até 19 anos,3,3,70.37352910936033
2024,1,até 19 anos,até 19 anos,3,3,82.55261416073657
2024,1,até 19 anos,até 19 anos,3,3,45.265396254514116
2024,1,até 19 anos,até 19 anos,3,3,70.31608981492644
2024,1,até 19 anos,até 19 anos,3,3,34.62194571704456
2024,1,até 19 anos,até 19 anos,3,3,59.49208956617332
2024,1,até 19 anos,até 19 anos,3,3,46.94264831091694
2024,1,até 19 anos,até 19 anos,3,3,59.690772293008294
2024,1,até 19 anos,até 19 anos,3,3,64.91731946451262
2024,1,até 19 anos,até 19 anos,3,3,34.01330172873069
2024,1,até 19 anos,até 19 anos,3,3,78.38160987828576
2024,1,até 19 anos,até 19 anos,3,3,84.50418098510708
2024,1,até 19 anos,até 19 anos,3,3,43.84117537355431
2024,1,até 19 anos,até 19 anos,3,3,80.88781781149845
2024,1,até 19 anos,até 19 anos,3,3,195.0449805064727
2024,1,até 19 anos,até 19 anos,3,3,95.26520529582524
2024,1,até 19 anos,até 19 anos,3,3,71.2140100892734
2024,1,até 19 anos,até 19 anos,3,3,61.43531901234509
2024,1,até 19 anos,até 19 anos,3,3,44.91715015460784
2024,1,até 19 anos,até 19 anos,3,3,174.07268956765128
2024,1,até 19 anos,até 19 anos,3,3,45.35166385648953
2024,1,até 19 anos,até 19 anos,3,3,49.92206826574363
2024,1,até 19 anos,até 19 anos,3,3,48.84771737046604
2024,1,até 19 anos,até 19 anos,3,3,85.80543864042959
2024,1,até 19 anos,até 19 anos,3,3,88.30210628861177
2024,1,até 19 anos,até 19 anos,3,3,187.24519512808303
2024,1,até 19 anos,até 19 anos,3,3,66.77460002111886
2024,1,até 19 anos,até 19 anos,3,3,69.85288351144914
2024,1,até 19 anos,até 19 anos,3,3,209.58848389672636
2024,1,até 19 anos,até 19 anos,3,3,63.42516287050642
2024,1,até 19 anos,até 19 anos,3,3,87.23774902943927
2024,1,até 19 anos,até 19 anos,3,3,58.11965187548552
2024,1,até 19 anos,até 19 anos,3,3,64.99582533335946
2024,1,até 19 anos,até 19 anos,3,3,205.9122522324841
2024,1,até 19 anos,até 19 anos,3,3,39.07261446873667
2024,1,até 19 anos,até 19 anos,3,3,61.58064969356265
2024,1,até 19 anos,até 19 anos,3,3,146.7947406766351
2024,1,até 19 anos,até 19 anos,3,3,72.95914324079706
2024,1,até 19 anos,até 19 anos,3,3,34.922686825078195
2024,1,até 19 anos,até 19 anos,3,3,72.05450795004339
2024,1,até 19 anos,até 19 anos,3,3,87.66494069920216
2024,1,até 19 anos,até 19 anos,3,3,159.68161975538123
2024,1,até 19 anos,até 19 anos,3,3,76.86551589153312
2024,1,até 19 anos,até 19 anos,3,3,88.29508485695413
2024,1,até 19 anos,até 19 anos,3,3,51.08262023102941
2024,1,até 19 anos,até 19 anos,3,3,33.40607796324442
2024,1,até 19 anos,até 19 anos,3,3,92.16362418960419
2024,1,até 19 anos,até 19 anos,3,3,51.890469788706895
2024,1,até 19 anos,até 19 anos,3,3,33.74615350657728
2024,1,até 19 anos,até 19 anos,3,3,80.78937460043406
2024,1,até 19 anos,até 19 anos,3,3,190.5990478874841
2024,1,até 19 anos,até 19 anos,3,3,45.70974901508212
2024,1,até 19 anos,até 19 anos,3,3,63.09100432638586
2024,1,até 19 anos,até 19 anos,3,3,38.022538197141756
2024,1,até 19 anos,até 19 anos,3,3,65.70530605080522
2024,1,até 19 anos,até 19 anos,3,3,128.23146239993477
2024,1,até 19 anos,até 19 anos,3,3,80.65960002937258
2024,1,até 19 anos,até 19 anos,3,3,87.46290805482319
2024,1,até 19 anos,até 19 anos,3,3,189.7430949522879
2024,1,até 19 anos,até 19 anos,3,3,41.791768636098624
2024,1,até 19 anos,até 19 anos,3,3,33.87988563190349
2024,1,até 19 anos,até 19 anos,3,3,47.09628181927335
2024,1,até 19 anos,até 19 anos,3,3,35.97015453705505
2024,1,até 19 anos,até 19 anos,3,3,43.09113116500979
2024,1,até 19 anos,até 19 anos,3,3,58.06652616093906
2024,1,até 19 anos,até 19 anos,3,3,64.23637544270613
2024,1,até 19 anos,até 19 anos,3,3,44.38586440542721
2024,1,até 19 anos,até 19 anos,3,3,178.28182242952784
2024,1,até 19 anos,até 19 anos,3,3,73.96836080037056
2024,1,até 19 anos,até 19 anos,3,3,57.120848963531806
2024,1,até 19 anos,até 19 anos,3,3,189.2074492937986
2024,1,até 19 anos,até 19 anos,3,3,88.57889869428212
2024,1,até 19 anos,até 19 anos,3,3,75.38129254256364
2024,1,até 19 anos,até 19 anos,3,3,45.07753080955867
2024,1,até 19 anos,até 19 anos,3,3,70.0887805757812
2024,1,até 19 anos,até 19 anos,3,3,83.83891309915067
2024,1,até 19 anos,até 19 anos,3,3,58.1094527722855
2024,1,até 19 anos,até 19 anos,3,3,55.913248508409474
2024,1,até 19 anos,até 19 anos,3,3,80.98705225735243
2024,1,até 19 anos,até 19 anos,3,3,76.1835576804201
2024,1,até 19 anos,até 19 anos,3,3,86.2379265317626
2024,1,até 19 anos,até 19 anos,3,3,57.39967270606454
2024,1,até 19 anos,até 19 anos,3,3,83.85028175924518
2024,1,até 19 anos,até 19 anos,3,3,93.43083219933122
2024,1,até 19 anos,até 19 anos,3,3,36.49472643210475
2024,1,até 19 anos,até 19 anos,3,3,70.83691304330013
2024,1,até 19 anos,até 19 anos,3,3,88.52059247077597
2024,1,até 19 anos,até 19 anos,3,3,82.51939136806152
